career_name,onet_soc_code,onet_title,source_domain,concept_type,external_skill_id,external_skill_name,raw_importance,normalized_importance,importance_scale_minimum,importance_scale_maximum,importance_n,importance_standard_error,importance_lower_ci,importance_upper_ci,importance_recommend_suppress,importance_not_relevant,importance_date,importance_domain_source,raw_level,normalized_level,level_scale_minimum,level_scale_maximum,level_n,level_standard_error,level_lower_ci,level_upper_ci,level_recommend_suppress,level_not_relevant,level_date,level_domain_source,recommend_suppress,not_relevant,score_eligible
Registered Nurse (Acute Care),29-1141.01,Acute Care Nurses,onet_transferable_skills,skill,2.B.5.c,Management of Material Resources,2.12,28.00,1,5,8,0.1250,1.8800,2.3700,N,,08/2025,Analyst,1.75,25.00,0,7,8,0.1637,1.4292,2.0708,N,N,08/2025,Analyst,false,false,true
Registered Nurse (Acute Care),29-1141.01,Acute Care Nurses,onet_transferable_skills,skill,2.B.5.d,Management of Personnel Resources,3.12,53.00,1,5,8,0.1250,2.8800,3.3700,N,,08/2025,Analyst,3.00,42.86,0,7,8,0.0000,3.0000,3.0000,N,N,08/2025,Analyst,false,false,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.1.a,Administration and Management,3.83,70.75,1,5,41,0.1560,3.5172,4.1479,N,,08/2019,Incumbent,3.91,55.86,0,7,41,0.1326,3.6387,4.1748,N,N,08/2019,Incumbent,false,false,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.1.a,Administration and Management,3.83,70.75,1,5,41,0.1560,3.5172,4.1479,N,,08/2019,Incumbent,3.91,55.86,0,7,41,0.1326,3.6387,4.1748,N,N,08/2019,Incumbent,false,false,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.1.b,Administrative,3.94,73.50,1,5,41,0.1808,3.5782,4.3089,N,,08/2019,Incumbent,5.27,75.29,0,7,41,0.2809,4.7046,5.8402,N,N,08/2019,Incumbent,false,false,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.1.b,Administrative,3.94,73.50,1,5,41,0.1808,3.5782,4.3089,N,,08/2019,Incumbent,5.27,75.29,0,7,41,0.2809,4.7046,5.8402,N,N,08/2019,Incumbent,false,false,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.1.c,Economics and Accounting,1.81,20.25,1,5,41,0.2831,1.2428,2.3871,N,,08/2019,Incumbent,1.20,17.14,0,7,41,0.4152,0.3585,2.0369,N,N,08/2019,Incumbent,false,false,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.1.c,Economics and Accounting,1.81,20.25,1,5,41,0.2831,1.2428,2.3871,N,,08/2019,Incumbent,1.20,17.14,0,7,41,0.4152,0.3585,2.0369,N,N,08/2019,Incumbent,false,false,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.1.d,Sales and Marketing,1.62,15.50,1,5,40,0.2469,1.1159,2.1147,N,,08/2019,Incumbent,1.08,15.43,0,7,40,0.4396,0.1900,1.9682,N,N,08/2019,Incumbent,false,false,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.1.d,Sales and Marketing,1.62,15.50,1,5,40,0.2469,1.1159,2.1147,N,,08/2019,Incumbent,1.08,15.43,0,7,40,0.4396,0.1900,1.9682,N,N,08/2019,Incumbent,false,false,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.1.e,Customer and Personal Service,3.49,62.25,1,5,40,0.7308,2.0132,4.9696,N,,08/2019,Incumbent,3.72,53.14,0,7,41,0.9772,1.7446,5.6946,N,N,08/2019,Incumbent,false,false,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.1.e,Customer and Personal Service,3.49,62.25,1,5,40,0.7308,2.0132,4.9696,N,,08/2019,Incumbent,3.72,53.14,0,7,41,0.9772,1.7446,5.6946,N,N,08/2019,Incumbent,false,false,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.1.f,Personnel and Human Resources,4.62,90.50,1,5,39,0.2125,4.1901,5.0000,N,,08/2019,Incumbent,5.67,81.00,0,7,41,0.4455,4.7699,6.5705,N,N,08/2019,Incumbent,false,false,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.1.f,Personnel and Human Resources,4.62,90.50,1,5,39,0.2125,4.1901,5.0000,N,,08/2019,Incumbent,5.67,81.00,0,7,41,0.4455,4.7699,6.5705,N,N,08/2019,Incumbent,false,false,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.2.a,Production and Processing,1.39,9.75,1,5,40,0.1721,1.0419,1.7380,N,,08/2019,Incumbent,0.72,10.29,0,7,41,0.3110,0.0952,1.3523,N,Y,08/2019,Incumbent,false,true,false
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.2.a,Production and Processing,1.39,9.75,1,5,40,0.1721,1.0419,1.7380,N,,08/2019,Incumbent,0.72,10.29,0,7,41,0.3110,0.0952,1.3523,N,Y,08/2019,Incumbent,false,true,false
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.2.b,Food Production,1.08,2.00,1,5,41,0.0838,1.0000,1.2515,N,,08/2019,Incumbent,0.11,1.57,0,7,41,0.1118,0.0000,0.3353,Y,Y,08/2019,Incumbent,true,true,false
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.2.b,Food Production,1.08,2.00,1,5,41,0.0838,1.0000,1.2515,N,,08/2019,Incumbent,0.11,1.57,0,7,41,0.1118,0.0000,0.3353,Y,Y,08/2019,Incumbent,true,true,false
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.3.a,Computers and Electronics,2.67,41.75,1,5,41,0.4624,1.7308,3.5999,N,,08/2019,Incumbent,2.80,40.00,0,7,41,0.7704,1.2463,4.3604,N,N,08/2019,Incumbent,false,false,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.3.a,Computers and Electronics,2.67,41.75,1,5,41,0.4624,1.7308,3.5999,N,,08/2019,Incumbent,2.80,40.00,0,7,41,0.7704,1.2463,4.3604,N,N,08/2019,Incumbent,false,false,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.3.b,Engineering and Technology,1.23,5.75,1,5,40,0.1282,1.0000,1.4905,N,,08/2019,Incumbent,0.45,6.43,0,7,40,0.2520,0.0000,0.9647,Y,Y,08/2019,Incumbent,true,true,false
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.3.b,Engineering and Technology,1.23,5.75,1,5,40,0.1282,1.0000,1.4905,N,,08/2019,Incumbent,0.45,6.43,0,7,40,0.2520,0.0000,0.9647,Y,Y,08/2019,Incumbent,true,true,false
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.3.c,Design,1.22,5.50,1,5,41,0.1148,1.0000,1.4493,N,,08/2019,Incumbent,0.36,5.14,0,7,41,0.1968,0.0000,0.7594,Y,Y,08/2019,Incumbent,true,true,false
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.3.c,Design,1.22,5.50,1,5,41,0.1148,1.0000,1.4493,N,,08/2019,Incumbent,0.36,5.14,0,7,41,0.1968,0.0000,0.7594,Y,Y,08/2019,Incumbent,true,true,false
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.3.d,Building and Construction,1.10,2.50,1,5,41,0.0437,1.0107,1.1873,N,,08/2019,Incumbent,0.10,1.43,0,7,41,0.0519,0.0000,0.2085,N,Y,08/2019,Incumbent,false,true,false
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.3.d,Building and Construction,1.10,2.50,1,5,41,0.0437,1.0107,1.1873,N,,08/2019,Incumbent,0.10,1.43,0,7,41,0.0519,0.0000,0.2085,N,Y,08/2019,Incumbent,false,true,false
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.3.e,Mechanical,1.08,2.00,1,5,40,0.0446,1.0000,1.1706,N,,08/2019,Incumbent,0.11,1.57,0,7,40,0.0526,0.0047,0.2174,N,Y,08/2019,Incumbent,false,true,false
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.3.e,Mechanical,1.08,2.00,1,5,40,0.0446,1.0000,1.1706,N,,08/2019,Incumbent,0.11,1.57,0,7,40,0.0526,0.0047,0.2174,N,Y,08/2019,Incumbent,false,true,false
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.4.a,Mathematics,2.33,33.25,1,5,39,0.4046,1.5090,3.1473,N,,08/2019,Incumbent,2.53,36.14,0,7,41,0.7027,1.1092,3.9496,N,N,08/2019,Incumbent,false,false,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.4.a,Mathematics,2.33,33.25,1,5,39,0.4046,1.5090,3.1473,N,,08/2019,Incumbent,2.53,36.14,0,7,41,0.7027,1.1092,3.9496,N,N,08/2019,Incumbent,false,false,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.4.b,Physics,1.04,1.00,1,5,41,0.0295,1.0000,1.0964,N,,08/2019,Incumbent,0.05,0.71,0,7,41,0.0442,0.0000,0.1441,Y,Y,08/2019,Incumbent,true,true,false
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.4.b,Physics,1.04,1.00,1,5,41,0.0295,1.0000,1.0964,N,,08/2019,Incumbent,0.05,0.71,0,7,41,0.0442,0.0000,0.1441,Y,Y,08/2019,Incumbent,true,true,false
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.4.c,Chemistry,1.09,2.25,1,5,41,0.0638,1.0000,1.2177,N,,08/2019,Incumbent,0.19,2.71,0,7,41,0.1401,0.0000,0.4737,Y,Y,08/2019,Incumbent,true,true,false
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.4.c,Chemistry,1.09,2.25,1,5,41,0.0638,1.0000,1.2177,N,,08/2019,Incumbent,0.19,2.71,0,7,41,0.1401,0.0000,0.4737,Y,Y,08/2019,Incumbent,true,true,false
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.4.d,Biology,1.05,1.25,1,5,41,0.0550,1.0000,1.1637,N,,08/2019,Incumbent,0.09,1.29,0,7,41,0.0962,0.0000,0.2865,Y,Y,08/2019,Incumbent,true,true,false
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.4.d,Biology,1.05,1.25,1,5,41,0.0550,1.0000,1.1637,N,,08/2019,Incumbent,0.09,1.29,0,7,41,0.0962,0.0000,0.2865,Y,Y,08/2019,Incumbent,true,true,false
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.4.e,Psychology,2.19,29.75,1,5,41,0.1293,1.9251,2.4476,N,,08/2019,Incumbent,2.63,37.57,0,7,41,0.4175,1.7854,3.4732,N,N,08/2019,Incumbent,false,false,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.4.e,Psychology,2.19,29.75,1,5,41,0.1293,1.9251,2.4476,N,,08/2019,Incumbent,2.63,37.57,0,7,41,0.4175,1.7854,3.4732,N,N,08/2019,Incumbent,false,false,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.4.f,Sociology and Anthropology,1.64,16.00,1,5,41,0.2135,1.2110,2.0738,N,,08/2019,Incumbent,1.08,15.43,0,7,40,0.3774,0.3210,1.8477,N,N,08/2019,Incumbent,false,false,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.4.f,Sociology and Anthropology,1.64,16.00,1,5,41,0.2135,1.2110,2.0738,N,,08/2019,Incumbent,1.08,15.43,0,7,40,0.3774,0.3210,1.8477,N,N,08/2019,Incumbent,false,false,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.4.g,Geography,1.25,6.25,1,5,41,0.1052,1.0379,1.4632,N,,08/2019,Incumbent,0.57,8.14,0,7,41,0.2269,0.1134,1.0305,N,Y,08/2019,Incumbent,false,true,false
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.4.g,Geography,1.25,6.25,1,5,41,0.1052,1.0379,1.4632,N,,08/2019,Incumbent,0.57,8.14,0,7,41,0.2269,0.1134,1.0305,N,Y,08/2019,Incumbent,false,true,false
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.5.a,Medicine and Dentistry,1.13,3.25,1,5,41,0.0583,1.0143,1.2500,N,,08/2019,Incumbent,0.22,3.14,0,7,41,0.1014,0.0170,0.4268,N,Y,08/2019,Incumbent,false,true,false
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.5.a,Medicine and Dentistry,1.13,3.25,1,5,41,0.0583,1.0143,1.2500,N,,08/2019,Incumbent,0.22,3.14,0,7,41,0.1014,0.0170,0.4268,N,Y,08/2019,Incumbent,false,true,false
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.5.b,Therapy and Counseling,1.68,17.00,1,5,41,0.1225,1.4347,1.9300,N,,08/2019,Incumbent,1.89,27.00,0,7,41,0.5807,0.7213,3.0684,N,N,08/2019,Incumbent,false,false,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.5.b,Therapy and Counseling,1.68,17.00,1,5,41,0.1225,1.4347,1.9300,N,,08/2019,Incumbent,1.89,27.00,0,7,41,0.5807,0.7213,3.0684,N,N,08/2019,Incumbent,false,false,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.6,Education and Training,3.07,51.75,1,5,41,0.3171,2.4295,3.7112,N,,08/2019,Incumbent,4.02,57.43,0,7,41,0.6095,2.7831,5.2470,N,N,08/2019,Incumbent,false,false,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.6,Education and Training,3.07,51.75,1,5,41,0.3171,2.4295,3.7112,N,,08/2019,Incumbent,4.02,57.43,0,7,41,0.6095,2.7831,5.2470,N,N,08/2019,Incumbent,false,false,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.7.a,English Language,3.81,70.25,1,5,41,0.2670,3.2752,4.3544,N,,08/2019,Incumbent,3.62,51.71,0,7,41,0.1980,3.2174,4.0178,N,N,08/2019,Incumbent,false,false,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.7.a,English Language,3.81,70.25,1,5,41,0.2670,3.2752,4.3544,N,,08/2019,Incumbent,3.62,51.71,0,7,41,0.1980,3.2174,4.0178,N,N,08/2019,Incumbent,false,false,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.7.b,Foreign Language,1.35,8.75,1,5,40,0.1788,1.0000,1.7074,N,,08/2019,Incumbent,0.45,6.43,0,7,40,0.2331,0.0000,0.9221,Y,Y,08/2019,Incumbent,true,true,false
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.7.b,Foreign Language,1.35,8.75,1,5,40,0.1788,1.0000,1.7074,N,,08/2019,Incumbent,0.45,6.43,0,7,40,0.2331,0.0000,0.9221,Y,Y,08/2019,Incumbent,true,true,false
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.7.c,Fine Arts,1.02,0.50,1,5,40,0.0172,1.0000,1.0540,N,,08/2019,Incumbent,0.02,0.29,0,7,40,0.0183,0.0000,0.0591,Y,Y,08/2019,Incumbent,true,true,false
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.7.c,Fine Arts,1.02,0.50,1,5,40,0.0172,1.0000,1.0540,N,,08/2019,Incumbent,0.02,0.29,0,7,40,0.0183,0.0000,0.0591,Y,Y,08/2019,Incumbent,true,true,false
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.7.d,History and Archeology,1.07,1.75,1,5,40,0.0447,1.0000,1.1653,N,,08/2019,Incumbent,0.20,2.86,0,7,40,0.1267,0.0000,0.4603,Y,Y,08/2019,Incumbent,true,true,false
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.7.d,History and Archeology,1.07,1.75,1,5,40,0.0447,1.0000,1.1653,N,,08/2019,Incumbent,0.20,2.86,0,7,40,0.1267,0.0000,0.4603,Y,Y,08/2019,Incumbent,true,true,false
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.7.e,Philosophy and Theology,1.53,13.25,1,5,40,0.1513,1.2193,1.8315,N,,08/2019,Incumbent,1.90,27.14,0,7,40,0.6266,0.6287,3.1634,N,N,08/2019,Incumbent,false,false,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.7.e,Philosophy and Theology,1.53,13.25,1,5,40,0.1513,1.2193,1.8315,N,,08/2019,Incumbent,1.90,27.14,0,7,40,0.6266,0.6287,3.1634,N,N,08/2019,Incumbent,false,false,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.8.a,Public Safety and Security,2.19,29.75,1,5,39,0.2235,1.7391,2.6441,N,,08/2019,Incumbent,1.79,25.57,0,7,38,0.3470,1.0849,2.4910,N,N,08/2019,Incumbent,false,false,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.8.a,Public Safety and Security,2.19,29.75,1,5,39,0.2235,1.7391,2.6441,N,,08/2019,Incumbent,1.79,25.57,0,7,38,0.3470,1.0849,2.4910,N,N,08/2019,Incumbent,false,false,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.8.b,Law and Government,3.30,57.50,1,5,40,0.2962,2.6990,3.8974,N,,08/2019,Incumbent,2.96,42.29,0,7,40,0.2259,2.5060,3.4198,N,N,08/2019,Incumbent,false,false,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.8.b,Law and Government,3.30,57.50,1,5,40,0.2962,2.6990,3.8974,N,,08/2019,Incumbent,2.96,42.29,0,7,40,0.2259,2.5060,3.4198,N,N,08/2019,Incumbent,false,false,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.9.a,Telecommunications,1.98,24.50,1,5,39,0.2226,1.5330,2.4342,N,,08/2019,Incumbent,0.97,13.86,0,7,40,0.2341,0.4981,1.4452,N,N,08/2019,Incumbent,false,false,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.9.a,Telecommunications,1.98,24.50,1,5,39,0.2226,1.5330,2.4342,N,,08/2019,Incumbent,0.97,13.86,0,7,40,0.2341,0.4981,1.4452,N,N,08/2019,Incumbent,false,false,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.9.b,Communications and Media,2.54,38.50,1,5,39,0.2745,1.9819,3.0934,N,,08/2019,Incumbent,2.55,36.43,0,7,40,0.4058,1.7261,3.3676,N,N,08/2019,Incumbent,false,false,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.9.b,Communications and Media,2.54,38.50,1,5,39,0.2745,1.9819,3.0934,N,,08/2019,Incumbent,2.55,36.43,0,7,40,0.4058,1.7261,3.3676,N,N,08/2019,Incumbent,false,false,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.10,Transportation,1.35,8.75,1,5,41,0.1434,1.0591,1.6389,N,,08/2019,Incumbent,0.64,9.14,0,7,41,0.2686,0.0985,1.1843,N,Y,08/2019,Incumbent,false,true,false
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_knowledge,knowledge,2.C.10,Transportation,1.35,8.75,1,5,41,0.1434,1.0591,1.6389,N,,08/2019,Incumbent,0.64,9.14,0,7,41,0.2686,0.0985,1.1843,N,Y,08/2019,Incumbent,false,true,false
Workplace Relations Adviser,13-1075.00,Labor Relations Specialists,onet_knowledge,knowledge,2.C.1.a,Administration and Management,3.14,53.50,1,5,21,,,,,,08/2023,Occupational Expert,3.81,54.43,0,7,21,,,,,N,08/2023,Occupational Expert,,false,true
Workplace Relations Adviser,13-1075.00,Labor Relations Specialists,onet_knowledge,knowledge,2.C.1.b,Administrative,2.52,38.00,1,5,21,,,,,,08/2023,Occupational Expert,3.50,50.00,0,7,20,,,,,N,08/2023,Occupational Expert,,false,true
Workplace Relations Adviser,13-1075.00,Labor Relations Specialists,onet_knowledge,knowledge,2.C.1.c,Economics and Accounting,2.52,38.00,1,5,21,,,,,,08/2023,Occupational Expert,2.62,37.43,0,7,21,,,,,N,08/2023,Occupational Expert,,false,true
Workplace Relations Adviser,13-1075.00,Labor Relations Specialists,onet_knowledge,knowledge,2.C.1.d,Sales and Marketing,1.52,13.00,1,5,21,,,,,,08/2023,Occupational Expert,1.29,18.43,0,7,21,,,,,N,08/2023,Occupational Expert,,false,true
Workplace Relations Adviser,13-1075.00,Labor Relations Specialists,onet_knowledge,knowledge,2.C.1.e,Customer and Personal Service,2.70,42.50,1,5,20,,,,,,08/2023,Occupational Expert,3.70,52.86,0,7,20,,,,,N,08/2023,Occupational Expert,,false,true
Workplace Relations Adviser,13-1075.00,Labor Relations Specialists,onet_knowledge,knowledge,2.C.1.f,Personnel and Human Resources,4.05,76.25,1,5,19,,,,,,08/2023,Occupational Expert,4.90,70.00,0,7,20,,,,,N,08/2023,Occupational Expert,,false,true
Workplace Relations Adviser,13-1075.00,Labor Relations Specialists,onet_knowledge,knowledge,2.C.2.a,Production and Processing,1.86,21.50,1,5,21,,,,,,08/2023,Occupational Expert,1.90,27.14,0,7,21,,,,,N,08/2023,Occupational Expert,,false,true
Workplace Relations Adviser,13-1075.00,Labor Relations Specialists,onet_knowledge,knowledge,2.C.2.b,Food Production,1.19,4.75,1,5,21,,,,,,08/2023,Occupational Expert,0.43,6.14,0,7,21,,,,,Y,08/2023,Occupational Expert,,true,false
Workplace Relations Adviser,13-1075.00,Labor Relations Specialists,onet_knowledge,knowledge,2.C.3.a,Computers and Electronics,2.67,41.75,1,5,21,,,,,,08/2023,Occupational Expert,3.33,47.57,0,7,21,,,,,N,08/2023,Occupational Expert,,false,true
Workplace Relations Adviser,13-1075.00,Labor Relations Specialists,onet_knowledge,knowledge,2.C.3.b,Engineering and Technology,1.38,9.50,1,5,21,,,,,,08/2023,Occupational Expert,0.76,10.86,0,7,21,,,,,Y,08/2023,Occupational Expert,,true,false
Workplace Relations Adviser,13-1075.00,Labor Relations Specialists,onet_knowledge,knowledge,2.C.3.c,Design,1.38,9.50,1,5,21,,,,,,08/2023,Occupational Expert,0.81,11.57,0,7,21,,,,,Y,08/2023,Occupational Expert,,true,false
Workplace Relations Adviser,13-1075.00,Labor Relations Specialists,onet_knowledge,knowledge,2.C.3.d,Building and Construction,1.57,14.25,1,5,21,,,,,,08/2023,Occupational Expert,0.90,12.86,0,7,21,,,,,Y,08/2023,Occupational Expert,,true,false
Workplace Relations Adviser,13-1075.00,Labor Relations Specialists,onet_knowledge,knowledge,2.C.3.e,Mechanical,1.45,11.25,1,5,20,,,,,,08/2023,Occupational Expert,0.75,10.71,0,7,20,,,,,Y,08/2023,Occupational Expert,,true,false
Workplace Relations Adviser,13-1075.00,Labor Relations Specialists,onet_knowledge,knowledge,2.C.4.a,Mathematics,2.63,40.75,1,5,19,,,,,,08/2023,Occupational Expert,3.45,49.29,0,7,20,,,,,N,08/2023,Occupational Expert,,false,true
Workplace Relations Adviser,13-1075.00,Labor Relations Specialists,onet_knowledge,knowledge,2.C.4.b,Physics,1.15,3.75,1,5,20,,,,,,08/2023,Occupational Expert,0.30,4.29,0,7,20,,,,,Y,08/2023,Occupational Expert,,true,false
Workplace Relations Adviser,13-1075.00,Labor Relations Specialists,onet_knowledge,knowledge,2.C.4.c,Chemistry,1.25,6.25,1,5,20,,,,,,08/2023,Occupational Expert,0.45,6.43,0,7,20,,,,,Y,08/2023,Occupational Expert,,true,false
Workplace Relations Adviser,13-1075.00,Labor Relations Specialists,onet_knowledge,knowledge,2.C.4.d,Biology,1.11,2.75,1,5,19,,,,,,08/2023,Occupational Expert,0.21,3.00,0,7,19,,,,,Y,08/2023,Occupational Expert,,true,false
Workplace Relations Adviser,13-1075.00,Labor Relations Specialists,onet_knowledge,knowledge,2.C.4.e,Psychology,2.35,33.75,1,5,20,,,,,,08/2023,Occupational Expert,3.15,45.00,0,7,20,,,,,N,08/2023,Occupational Expert,,false,true
Workplace Relations Adviser,13-1075.00,Labor Relations Specialists,onet_knowledge,knowledge,2.C.4.f,Sociology and Anthropology,2.45,36.25,1,5,20,,,,,,08/2023,Occupational Expert,3.00,42.86,0,7,20,,,,,N,08/2023,Occupational Expert,,false,true
Workplace Relations Adviser,13-1075.00,Labor Relations Specialists,onet_knowledge,knowledge,2.C.4.g,Geography,1.50,12.50,1,5,20,,,,,,08/2023,Occupational Expert,1.10,15.71,0,7,20,,,,,N,08/2023,Occupational Expert,,false,true
Workplace Relations Adviser,13-1075.00,Labor Relations Specialists,onet_knowledge,knowledge,2.C.5.a,Medicine and Dentistry,1.35,8.75,1,5,20,,,,,,08/2023,Occupational Expert,0.60,8.57,0,7,20,,,,,Y,08/2023,Occupational Expert,,true,false
Workplace Relations Adviser,13-1075.00,Labor Relations Specialists,onet_knowledge,knowledge,2.C.5.b,Therapy and Counseling,1.95,23.75,1,5,20,,,,,,08/2023,Occupational Expert,2.35,33.57,0,7,20,,,,,N,08/2023,Occupational Expert,,false,true
